,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,snow,rain,message
304,"{'lon': -83.11, 'lat': 42.49}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 286.18, 'feels_like': 282.53, 'temp_min': 284.15, 'temp_max': 287.59, 'pressure': 1010, 'humidity': 58}",16093.0,"{'speed': 3.6, 'deg': 170}",{'all': 90},1586710930.0,"{'type': 1, 'id': 6182, 'country': 'US', 'sunrise': 1586688907, 'sunset': 1586736635}",-14400.0,5000500.0,Madison Heights,200,,,
305,"{'lon': 68.54, 'lat': 54.94}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 280.74, 'feels_like': 275.08, 'temp_min': 280.74, 'temp_max': 280.74, 'pressure': 1009, 'humidity': 61, 'sea_level': 1009, 'grnd_level': 993}",,"{'speed': 5.37, 'deg': 120}",{'all': 70},1586711055.0,"{'country': 'KZ', 'sunrise': 1586651368, 'sunset': 1586701394}",21600.0,1521153.0,Mamlyutka,200,,,
306,"{'lon': 27.62, 'lat': 2.77}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 294.05, 'feels_like': 295.61, 'temp_min': 294.05, 'temp_max': 294.05, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 929}",,"{'speed': 1.36, 'deg': 308}",{'all': 100},1586711055.0,"{'country': 'CD', 'sunrise': 1586664295, 'sunset': 1586708105}",7200.0,215771.0,Isiro,200,,{'3h': 3.18},
307,"{'lon': 20.65, 'lat': 8.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.94, 'feels_like': 302.32, 'temp_min': 301.94, 'temp_max': 301.94, 'pressure': 1009, 'humidity': 42, 'sea_level': 1009, 'grnd_level': 952}",,"{'speed': 1.55, 'deg': 169}",{'all': 90},1586711055.0,"{'country': 'CF', 'sunrise': 1586665753, 'sunset': 1586709992}",3600.0,237379.0,Ndélé,200,,,
308,"{'lon': -35.21, 'lat': -5.79}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.65, 'feels_like': 306.5, 'temp_min': 304.15, 'temp_max': 305.15, 'pressure': 1011, 'humidity': 62}",10000.0,"{'speed': 5.1, 'deg': 160}",{'all': 40},1586711055.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1586679692, 'sunset': 1586722861}",-10800.0,3394023.0,Natal,200,,,
309,"{'lon': -71.14, 'lat': 21.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.86, 'feels_like': 300.65, 'temp_min': 299.86, 'temp_max': 299.86, 'pressure': 1019, 'humidity': 79, 'sea_level': 1019, 'grnd_level': 1019}",,"{'speed': 6.17, 'deg': 98}",{'all': 4},1586711052.0,"{'country': 'TC', 'sunrise': 1586687232, 'sunset': 1586732565}",-14400.0,3576994.0,Cockburn Town,200,,,
310,"{'lon': 178.3, 'lat': -38.37}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 290.93, 'feels_like': 286.43, 'temp_min': 290.93, 'temp_max': 290.93, 'pressure': 1000, 'humidity': 88, 'sea_level': 1000, 'grnd_level': 999}",,"{'speed': 9.14, 'deg': 349}",{'all': 91},1586711055.0,"{'country': 'NZ', 'sunrise': 1586716305, 'sunset': 1586756552}",43200.0,2180991.0,Tolaga Bay,200,,{'3h': 5.97},
311,"{'lon': -85.2, 'lat': 32.35}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 291.56, 'feels_like': 290.83, 'temp_min': 289.82, 'temp_max': 294.15, 'pressure': 1012, 'humidity': 83}",16093.0,"{'speed': 3.6, 'deg': 80}",{'all': 90},1586711055.0,"{'type': 1, 'id': 4765, 'country': 'US', 'sunrise': 1586690060, 'sunset': 1586736484}",-18000.0,4047434.0,Russell,200,,,
312,,,,,,,,,,,,,404,,,city not found
313,"{'lon': -130.32, 'lat': 54.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 278.15, 'feels_like': 275.32, 'temp_min': 278.15, 'temp_max': 278.15, 'pressure': 1030, 'humidity': 65}",14484.0,{'speed': 1},{'all': 1},1586710785.0,"{'type': 1, 'id': 883, 'country': 'CA', 'sunrise': 1586699091, 'sunset': 1586749107}",-25200.0,6113406.0,Prince Rupert,200,,,
314,"{'lon': -100.05, 'lat': 51.15}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 270.15, 'feels_like': 261, 'temp_min': 270.15, 'temp_max': 270.15, 'pressure': 1018, 'humidity': 58}",14484.0,"{'speed': 8.7, 'deg': 290}",{'all': 75},1586711055.0,"{'type': 1, 'id': 780, 'country': 'CA', 'sunrise': 1586692200, 'sunset': 1586741471}",-18000.0,5935341.0,Dauphin,200,,,
315,"{'lon': -113.58, 'lat': 37.1}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 288.78, 'feels_like': 283.86, 'temp_min': 281.48, 'temp_max': 291.48, 'pressure': 1013, 'humidity': 51}",16093.0,"{'speed': 5.57, 'deg': 299}",{'all': 1},1586710540.0,"{'type': 1, 'id': 5832, 'country': 'US', 'sunrise': 1586696582, 'sunset': 1586743582}",-21600.0,5546220.0,Saint George,200,,,
316,"{'lon': 111.89, 'lat': -8.12}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 297.52, 'feels_like': 300.39, 'temp_min': 297.52, 'temp_max': 297.52, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1000}",,"{'speed': 0.8, 'deg': 106}",{'all': 43},1586711056.0,"{'country': 'ID', 'sunrise': 1586730874, 'sunset': 1586773853}",25200.0,1648082.0,Boyolangu,200,,,
317,"{'lon': -72.42, 'lat': -35.33}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 289.39, 'feels_like': 284, 'temp_min': 289.39, 'temp_max': 289.39, 'pressure': 1019, 'humidity': 48, 'sea_level': 1019, 'grnd_level': 1016}",,"{'speed': 6.16, 'deg': 221}",{'all': 0},1586710785.0,"{'country': 'CL', 'sunrise': 1586689891, 'sunset': 1586730520}",-14400.0,3893726.0,Constitución,200,,,
318,"{'lon': 170.31, 'lat': 69.7}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 257.84, 'feels_like': 250.89, 'temp_min': 257.84, 'temp_max': 257.84, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1006}",,"{'speed': 5, 'deg': 163}",{'all': 22},1586710812.0,"{'country': 'RU', 'sunrise': 1586709978, 'sunset': 1586766713}",43200.0,2122090.0,Pevek,200,,,
319,"{'lon': -82.53, 'lat': 33.19}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 294.42, 'feels_like': 294.87, 'temp_min': 292.04, 'temp_max': 297.15, 'pressure': 1017, 'humidity': 88}",16093.0,"{'speed': 4.1, 'deg': 150}",{'all': 90},1586711056.0,"{'type': 1, 'id': 2827, 'country': 'US', 'sunrise': 1586689372, 'sunset': 1586735891}",-14400.0,4231997.0,Avera,200,,,
320,"{'lon': -127.42, 'lat': 50.7}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 279.15, 'feels_like': 275.49, 'temp_min': 279.15, 'temp_max': 279.15, 'pressure': 1028, 'humidity': 45}",32186.0,"{'speed': 1.5, 'deg': 100}",{'all': 40},1586710597.0,"{'type': 1, 'id': 1011, 'country': 'CA', 'sunrise': 1586698806, 'sunset': 1586748000}",-25200.0,6111862.0,Port Hardy,200,,,
321,"{'lon': -102.08, 'lat': 50.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 268.25, 'feels_like': 260.62, 'temp_min': 268.25, 'temp_max': 268.25, 'pressure': 1023, 'humidity': 77, 'sea_level': 1023, 'grnd_level': 958}",,"{'speed': 6.72, 'deg': 319}",{'all': 92},1586711056.0,"{'country': 'CA', 'sunrise': 1586692739, 'sunset': 1586741907}",-21600.0,5949563.0,Esterhazy,200,,,
322,"{'lon': -71.74, 'lat': 18.04}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.15, 'feels_like': 302.69, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1019, 'humidity': 66}",10000.0,"{'speed': 10.3, 'deg': 130}",{'all': 40},1586710835.0,"{'type': 1, 'id': 7048, 'country': 'DO', 'sunrise': 1586687526, 'sunset': 1586732558}",-14400.0,3495137.0,Pedernales,200,,,
323,"{'lon': 36.99, 'lat': -16.84}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 295.22, 'feels_like': 296.87, 'temp_min': 295.22, 'temp_max': 295.22, 'pressure': 1015, 'humidity': 80, 'sea_level': 1015, 'grnd_level': 997}",,"{'speed': 1.91, 'deg': 110}",{'all': 83},1586711056.0,"{'country': 'MZ', 'sunrise': 1586662787, 'sunset': 1586705117}",7200.0,1024312.0,Mocuba,200,,,
324,"{'lon': 48.9, 'lat': 63.46}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 268.84, 'feels_like': 265.21, 'temp_min': 268.84, 'temp_max': 268.84, 'pressure': 1018, 'humidity': 93, 'sea_level': 1018, 'grnd_level': 1003}",,"{'speed': 1.42, 'deg': 38}",{'all': 28},1586711057.0,"{'country': 'RU', 'sunrise': 1586654682, 'sunset': 1586707506}",10800.0,544084.0,Koslan,200,,,
325,"{'lon': 56.92, 'lat': 33.6}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 293.15, 'feels_like': 291.45, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1012, 'humidity': 49}",,"{'speed': 2.1, 'deg': 50}",{'all': 21},1586711057.0,"{'type': 1, 'id': 7487, 'country': 'IR', 'sunrise': 1586655910, 'sunset': 1586702429}",16200.0,113659.0,Tabas,200,,,
326,"{'lon': 10.78, 'lat': 45.17}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 297.23, 'feels_like': 293.24, 'temp_min': 295.93, 'temp_max': 299.26, 'pressure': 1016, 'humidity': 15}",10000.0,"{'speed': 2.1, 'deg': 200}",{'all': 30},1586711057.0,"{'type': 1, 'id': 6776, 'country': 'IT', 'sunrise': 1586666191, 'sunset': 1586714291}",7200.0,3174050.0,Province of Mantua,200,,,
327,,,,,,,,,,,,,404,,,city not found
328,"{'lon': 150.18, 'lat': -35.72}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 282.13, 'feels_like': 280.87, 'temp_min': 280.93, 'temp_max': 283.71, 'pressure': 1017, 'humidity': 100}",,"{'speed': 1.48, 'deg': 274}",{'all': 67},1586711057.0,"{'type': 3, 'id': 37860, 'country': 'AU', 'sunrise': 1586722907, 'sunset': 1586763445}",36000.0,2176639.0,Batemans Bay,200,,,
329,"{'lon': -17.92, 'lat': 28.66}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 290.44, 'feels_like': 287.38, 'temp_min': 288.71, 'temp_max': 293.15, 'pressure': 1019, 'humidity': 64}",10000.0,"{'speed': 4.6, 'deg': 30}",{'all': 75},1586711057.0,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1586674123, 'sunset': 1586720133}",3600.0,2514651.0,Los Llanos de Aridane,200,,,
330,"{'lon': 32.04, 'lat': -28.78}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 297.48, 'feels_like': 299.84, 'temp_min': 297.48, 'temp_max': 297.48, 'pressure': 1011, 'humidity': 83, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 2.79, 'deg': 39}",{'all': 0},1586710837.0,"{'country': 'ZA', 'sunrise': 1586664482, 'sunset': 1586705797}",7200.0,962367.0,Richards Bay,200,,,
331,"{'lon': 130.99, 'lat': -25.24}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 298.15, 'feels_like': 294.3, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1017, 'humidity': 29}",10000.0,"{'speed': 4.1, 'deg': 150}",{'all': 22},1586711057.0,"{'type': 1, 'id': 9487, 'country': 'AU', 'sunrise': 1586726994, 'sunset': 1586768567}",34200.0,6355222.0,Yulara,200,,,
332,"{'lon': -53.67, 'lat': 66.94}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 276.6, 'feels_like': 267.21, 'temp_min': 276.6, 'temp_max': 276.6, 'pressure': 993, 'humidity': 77, 'sea_level': 993, 'grnd_level': 992}",,"{'speed': 10.54, 'deg': 183}",{'all': 83},1586711058.0,"{'country': 'GL', 'sunrise': 1586678365, 'sunset': 1586733048}",-7200.0,3419842.0,Sisimiut,200,,,
333,"{'lon': -44.87, 'lat': -1.83}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.6, 'feels_like': 306.37, 'temp_min': 301.6, 'temp_max': 301.6, 'pressure': 1009, 'humidity': 84, 'sea_level': 1009, 'grnd_level': 1008}",,"{'speed': 2.78, 'deg': 44}",{'all': 94},1586711058.0,"{'country': 'BR', 'sunrise': 1586681862, 'sunset': 1586725328}",-10800.0,3401148.0,Cururupu,200,,{'3h': 2.54},
334,"{'lon': 12.69, 'lat': 67.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 275.15, 'feels_like': 265.66, 'temp_min': 275.15, 'temp_max': 275.15, 'pressure': 992, 'humidity': 59}",10000.0,"{'speed': 9.8, 'deg': 340, 'gust': 17}",{'all': 75},1586711058.0,"{'type': 1, 'id': 1642, 'country': 'NO', 'sunrise': 1586662265, 'sunset': 1586717300}",7200.0,3137469.0,Sørland,200,,,
335,"{'lon': -81.7, 'lat': 12.58}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 303.15, 'feels_like': 306.88, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1015, 'humidity': 84}",10000.0,"{'speed': 5.7, 'deg': 40}",{'all': 20},1586710904.0,"{'type': 1, 'id': 8623, 'country': 'CO', 'sunrise': 1586690143, 'sunset': 1586734722}",-18000.0,3670218.0,San Andrés,200,,,
336,"{'lon': 108.21, 'lat': -7.38}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 296.39, 'feels_like': 299.91, 'temp_min': 296.39, 'temp_max': 296.39, 'pressure': 1010, 'humidity': 82, 'sea_level': 1010, 'grnd_level': 973}",,"{'speed': 0.24, 'deg': 145}",{'all': 97},1586711058.0,"{'country': 'ID', 'sunrise': 1586731729, 'sunset': 1586774765}",25200.0,1640902.0,Kawalu,200,,{'3h': 1.1},
337,"{'lon': -54.96, 'lat': -28.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.02, 'feels_like': 297.52, 'temp_min': 300.02, 'temp_max': 300.02, 'pressure': 1013, 'humidity': 26, 'sea_level': 1013, 'grnd_level': 985}",,"{'speed': 2.18, 'deg': 49}",{'all': 9},1586710882.0,"{'country': 'BR', 'sunrise': 1586685353, 'sunset': 1586726679}",-10800.0,3448552.0,São Luiz Gonzaga,200,,,
338,"{'lon': -63.76, 'lat': -35.66}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 289.99, 'feels_like': 287.34, 'temp_min': 289.99, 'temp_max': 289.99, 'pressure': 1013, 'humidity': 66, 'sea_level': 1013, 'grnd_level': 996}",,"{'speed': 4.02, 'deg': 121}",{'all': 100},1586711058.0,"{'country': 'AR', 'sunrise': 1586687829, 'sunset': 1586728426}",-10800.0,3855075.0,General Pico,200,,{'3h': 1.64},
339,"{'lon': 40.19, 'lat': 59.96}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 270.89, 'feels_like': 267.06, 'temp_min': 270.89, 'temp_max': 270.89, 'pressure': 1017, 'humidity': 87, 'sea_level': 1017, 'grnd_level': 997}",,"{'speed': 1.88, 'deg': 142}",{'all': 12},1586711059.0,"{'country': 'RU', 'sunrise': 1586657433, 'sunset': 1586708935}",10800.0,550512.0,Kharovsk,200,,,
340,"{'lon': 54.09, 'lat': 17.02}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 302.15, 'feels_like': 303.28, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1012, 'humidity': 66}",10000.0,"{'speed': 5.1, 'deg': 170}",{'all': 20},1586710813.0,"{'type': 1, 'id': 7562, 'country': 'OM', 'sunrise': 1586657386, 'sunset': 1586702311}",14400.0,286621.0,Salalah,200,,,
341,"{'lon': -59.52, 'lat': 13.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 300.05, 'feels_like': 300.1, 'temp_min': 300.05, 'temp_max': 300.05, 'pressure': 1016, 'humidity': 69, 'sea_level': 1016, 'grnd_level': 1016}",,"{'speed': 5.71, 'deg': 71}",{'all': 99},1586711059.0,"{'country': 'BB', 'sunrise': 1586684796, 'sunset': 1586729424}",-14400.0,3374083.0,Bathsheba,200,,,
342,"{'lon': 105.16, 'lat': 54.81}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 272.3, 'feels_like': 268.76, 'temp_min': 272.3, 'temp_max': 272.3, 'pressure': 1029, 'humidity': 83, 'sea_level': 1029, 'grnd_level': 977}",,"{'speed': 1.59, 'deg': 336}",{'all': 0},1586711059.0,"{'country': 'RU', 'sunrise': 1586728864, 'sunset': 1586779093}",28800.0,2012532.0,Zhigalovo,200,,,
343,"{'lon': -4, 'lat': 39.83}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 292.94, 'feels_like': 290.51, 'temp_min': 292.04, 'temp_max': 294.26, 'pressure': 1013, 'humidity': 40}",10000.0,"{'speed': 2.1, 'deg': 150}",{'all': 18},1586710879.0,"{'type': 1, 'id': 6409, 'country': 'ES', 'sunrise': 1586670131, 'sunset': 1586717445}",7200.0,2510407.0,Toledo,200,,,
344,"{'lon': -124.16, 'lat': 40.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 284.53, 'feels_like': 281.42, 'temp_min': 283.71, 'temp_max': 285.37, 'pressure': 1020, 'humidity': 76}",16093.0,"{'speed': 3.54, 'deg': 331}",{'all': 40},1586710939.0,"{'type': 1, 'id': 3217, 'country': 'US', 'sunrise': 1586698871, 'sunset': 1586746371}",-25200.0,5563397.0,Eureka,200,,,
345,"{'lon': -46.46, 'lat': -23.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 296.69, 'feels_like': 294.82, 'temp_min': 295.15, 'temp_max': 299.26, 'pressure': 1021, 'humidity': 56}",10000.0,"{'speed': 4.6, 'deg': 160}",{'all': 75},1586711059.0,"{'type': 1, 'id': 8446, 'country': 'BR', 'sunrise': 1586683100, 'sunset': 1586724852}",-10800.0,3457381.0,Mauá,200,,,
346,"{'lon': -5.92, 'lat': 43.55}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 287.49, 'feels_like': 286.68, 'temp_min': 287.04, 'temp_max': 288.15, 'pressure': 1012, 'humidity': 93}",10000.0,"{'speed': 2.6, 'deg': 300}",{'all': 90},1586711060.0,"{'type': 1, 'id': 6388, 'country': 'ES', 'sunrise': 1586670322, 'sunset': 1586718175}",7200.0,3129135.0,Avilés,200,,,
347,"{'lon': -68.59, 'lat': 70.47}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 261.15, 'feels_like': 248.4, 'temp_min': 261.15, 'temp_max': 261.15, 'pressure': 998, 'humidity': 78}",4828.0,"{'speed': 13.4, 'deg': 310}",{'all': 90},1586710777.0,"{'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 1586680702, 'sunset': 1586737871}",-14400.0,5924351.0,Clyde River,200,,,
348,"{'lon': -122.12, 'lat': 47.67}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",stations,"{'temp': 282.04, 'feels_like': 279.07, 'temp_min': 278.15, 'temp_max': 285.37, 'pressure': 1027, 'humidity': 70}",16093.0,"{'speed': 2.29, 'deg': 337}",{'all': 1},1586710919.0,"{'type': 1, 'id': 3417, 'country': 'US', 'sunrise': 1586697830, 'sunset': 1586746432}",-25200.0,5808079.0,Redmond,200,,{'1h': 6.1},
349,,,,,,,,,,,,,404,,,city not found
350,"{'lon': 92.07, 'lat': 49.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 271.15, 'feels_like': 267.99, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 1019, 'humidity': 72, 'sea_level': 1019, 'grnd_level': 908}",,"{'speed': 0.59, 'deg': 354}",{'all': 97},1586710795.0,"{'country': 'MN', 'sunrise': 1586646278, 'sunset': 1586695192}",25200.0,1515029.0,Ulaangom,200,,,
351,"{'lon': 167.55, 'lat': -13.88}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.75, 'feels_like': 302.01, 'temp_min': 300.75, 'temp_max': 300.75, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1006}",,"{'speed': 6.02, 'deg': 130}",{'all': 93},1586711060.0,"{'country': 'VU', 'sunrise': 1586717741, 'sunset': 1586760275}",39600.0,2134814.0,Sola,200,,,
352,"{'lon': -85.57, 'lat': 30.15}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 299.5, 'feels_like': 297.34, 'temp_min': 298.15, 'temp_max': 301.48, 'pressure': 1013, 'humidity': 74}",16093.0,"{'speed': 9.3, 'deg': 150, 'gust': 12.9}",{'all': 75},1586711001.0,"{'type': 1, 'id': 5308, 'country': 'US', 'sunrise': 1586690269, 'sunset': 1586736453}",-18000.0,4149635.0,Callaway,200,,,
353,"{'lon': 128.18, 'lat': -3.7}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.27, 'feels_like': 304.5, 'temp_min': 301.27, 'temp_max': 301.27, 'pressure': 1010, 'humidity': 73, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 2.73, 'deg': 308}",{'all': 92},1586711060.0,"{'country': 'ID', 'sunrise': 1586726795, 'sunset': 1586770115}",32400.0,1651531.0,Ambon City,200,,,
354,"{'lon': 122.67, 'lat': 11}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 298.17, 'feels_like': 301.06, 'temp_min': 298.17, 'temp_max': 298.17, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1007}",,"{'speed': 1.64, 'deg': 12}",{'all': 7},1586710801.0,"{'country': 'PH', 'sunrise': 1586727543, 'sunset': 1586772010}",28800.0,1714733.0,Dingle,200,,,
355,"{'lon': 88.4, 'lat': 69.49}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 263.15, 'feels_like': 258.55, 'temp_min': 263.15, 'temp_max': 263.15, 'pressure': 1023, 'humidity': 85}",10000.0,"{'speed': 2, 'deg': 110}",{'all': 59},1586710781.0,"{'type': 1, 'id': 8951, 'country': 'RU', 'sunrise': 1586643538, 'sunset': 1586699693}",25200.0,1490256.0,Talnakh,200,,,
356,"{'lon': -15.21, 'lat': 64.25}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 274.46, 'feels_like': 268.41, 'temp_min': 274.46, 'temp_max': 274.46, 'pressure': 1033, 'humidity': 87, 'sea_level': 1033, 'grnd_level': 1033}",,"{'speed': 5.68, 'deg': 218}",{'all': 47},1586710634.0,"{'country': 'IS', 'sunrise': 1586669855, 'sunset': 1586723100}",0.0,2630299.0,Hofn,200,,,
